Date,Amount,Category,Description
2023-05-07 10:46:32.872609,500.55,Travel,Electricity bill
2025-07-16 10:46:32.872609,178.78,Health,Uber ride
2024-01-27 10:46:32.872609,970.03,Health,Uber ride
2023-08-13 10:46:32.872609,344.58,Health,Doctor visit
2022-03-07 10:46:32.872609,682.27,Food,Watched a movie
2024-02-26 10:46:32.872609,833.41,Travel,Paid for groceries
2022-04-01 10:46:32.872609,852.27,Food,Watched a movie
2023-04-07 10:46:32.872609,859.23,Health,Watched a movie
2021-12-05 10:46:32.872609,297.16,Travel,Bought clothes
2025-01-25 10:46:32.872609,488.29,Food,Uber ride
2025-01-30 10:46:32.872609,272.1,Utilities,Bought clothes
2024-05-24 10:46:32.872609,12.21,Health,Watched a movie
2022-10-31 10:46:32.872609,634.86,Health,Bought clothes
2022-03-23 10:46:32.872609,399.69,Travel,Online course fee
2023-02-05 10:46:32.872609,923.83,Travel,Doctor visit
2020-12-18 10:46:32.872609,929.82,Education,Bought clothes
2024-06-01 10:46:32.872609,959.54,Travel,Uber ride
2020-11-21 10:46:32.872609,520.37,Travel,Paid for groceries
2021-06-10 10:46:32.872609,894.48,Health,Electricity bill
2023-01-08 10:46:32.872609,936.06,Shopping,Lunch with friends
2022-11-20 10:46:32.872609,893.57,Shopping,Lunch with friends
2023-04-09 10:46:32.872609,849.87,Utilities,Uber ride
2023-02-28 10:46:32.872609,66.92,Education,Uber ride
2021-09-12 10:46:32.872609,15.83,Travel,Doctor visit
2022-06-18 10:46:32.872609,465.75,Health,Paid for groceries
2023-12-16 10:46:32.872609,305.37,Food,Online course fee
2021-05-12 10:46:32.872609,116.09,Travel,Electricity bill
2022-04-23 10:46:32.872609,356.22,Utilities,Uber ride
2025-05-21 10:46:32.872609,725.21,Health,Lunch with friends
2024-08-01 10:46:32.872609,408.05,Travel,Electricity bill
2022-05-06 10:46:32.872609,18.78,Food,Online course fee
2024-09-02 10:46:32.872609,436.5,Education,Doctor visit
2025-05-19 10:46:32.872609,205.57,Education,Uber ride
2022-06-29 10:46:32.872609,533.81,Travel,Lunch with friends
2022-10-16 10:46:32.872609,899.52,Entertainment,Bought clothes
2021-04-15 10:46:32.872609,416.61,Food,Electricity bill
2024-10-26 10:46:32.872609,913.98,Shopping,Uber ride
2022-08-19 10:46:32.872609,16.84,Utilities,Online course fee
2023-06-11 10:46:32.872609,771.75,Food,Electricity bill
2023-09-15 10:46:32.872609,257.63,Shopping,Uber ride
2021-02-24 10:46:32.872609,475.99,Utilities,Paid for groceries
2022-05-06 10:46:32.872609,380.57,Shopping,Lunch with friends
2021-11-29 10:46:32.872609,370.85,Travel,Bought clothes
2023-03-04 10:46:32.872609,893.27,Food,Electricity bill
2021-03-29 10:46:32.872609,541.06,Health,Electricity bill
2022-01-20 10:46:32.872609,276.79,Education,Uber ride
2023-01-28 10:46:32.872609,989.48,Food,Bought clothes
2021-12-11 10:46:32.872609,659.72,Utilities,Online course fee
2021-05-06 10:46:32.872609,444.96,Health,Uber ride
2021-02-05 10:46:32.872609,148.48,Education,Doctor visit
2020-11-02 10:46:32.872609,749.62,Entertainment,Lunch with friends
2022-03-08 10:46:32.872609,15.75,Travel,Bought clothes
2022-09-16 10:46:32.872609,884.74,Education,Lunch with friends
2025-05-26 10:46:32.872609,712.13,Shopping,Online course fee
2024-01-03 10:46:32.872609,119.56,Shopping,Lunch with friends
2022-11-25 10:46:32.872609,292.05,Shopping,Uber ride
2021-12-12 10:46:32.872609,142.34,Utilities,Paid for groceries
2025-05-29 10:46:32.872609,426.85,Shopping,Doctor visit
2021-06-14 10:46:32.872609,337.9,Entertainment,Electricity bill
2025-02-12 10:46:32.872609,41.29,Food,Lunch with friends
2022-05-23 10:46:32.872609,669.54,Entertainment,Lunch with friends
2023-10-18 10:46:32.872609,948.89,Entertainment,Paid for groceries
2024-08-06 10:46:32.872609,960.1,Travel,Lunch with friends
2022-04-23 10:46:32.872609,983.1,Travel,Watched a movie
2021-08-14 10:46:32.872609,127.6,Education,Doctor visit
2024-10-31 10:46:32.872609,494.18,Food,Uber ride
2021-06-13 10:46:32.872609,500.61,Health,Doctor visit
2023-05-08 10:46:32.872609,684.92,Food,Bought clothes
2023-06-11 10:46:32.872609,136.16,Health,Paid for groceries
2023-03-05 10:46:32.872609,753.58,Travel,Watched a movie
2023-05-09 10:46:32.872609,782.53,Entertainment,Watched a movie
2025-06-26 10:46:32.872609,405.88,Food,Doctor visit
2022-04-14 10:46:32.872609,728.73,Shopping,Paid for groceries
2023-05-06 10:46:32.872609,744.47,Health,Paid for groceries
2020-09-07 10:46:32.872609,827.38,Education,Electricity bill
2021-01-22 10:46:32.872609,140.1,Health,Paid for groceries
2022-10-05 10:46:32.872609,958.1,Health,Electricity bill
2023-05-23 10:46:32.872609,794.79,Food,Online course fee
2023-02-13 10:46:32.872609,134.86,Shopping,Bought clothes
2021-11-27 10:46:32.872609,350.68,Utilities,Lunch with friends
2021-10-05 10:46:32.872609,23.51,Shopping,Paid for groceries
2023-10-29 10:46:32.872609,687.59,Education,Bought clothes
2022-07-14 10:46:32.872609,61.52,Entertainment,Watched a movie
2020-10-29 10:46:32.872609,831.54,Food,Doctor visit
2020-11-02 10:46:32.872609,435.37,Education,Paid for groceries
2022-02-18 10:46:32.872609,601.12,Travel,Electricity bill
2023-05-01 10:46:32.872609,17.95,Entertainment,Doctor visit
2023-11-27 10:46:32.872609,485.39,Health,Online course fee
2025-07-03 10:46:32.872609,289.4,Entertainment,Lunch with friends
2025-04-13 10:46:32.872609,91.79,Travel,Online course fee
2024-03-22 10:46:32.872609,434.66,Food,Paid for groceries
2024-04-29 10:46:32.872609,621.44,Education,Bought clothes
2023-03-12 10:46:32.872609,731.96,Food,Paid for groceries
2022-02-27 10:46:32.872609,194.99,Utilities,Watched a movie
2023-07-26 10:46:32.872609,288.33,Travel,Paid for groceries
2020-08-07 10:46:32.872609,123.87,Education,Bought clothes
2025-04-22 10:46:32.872609,270.9,Health,Watched a movie
2021-02-27 10:46:32.872609,703.95,Entertainment,Online course fee
2022-12-21 10:46:32.872609,669.67,Education,Lunch with friends
2021-04-22 10:46:32.872609,434.87,Utilities,Doctor visit
2025-07-03 10:46:32.872609,479.15,Food,Watched a movie
2022-01-14 10:46:32.872609,784.89,Entertainment,Uber ride
2024-08-19 10:46:32.872609,112.03,Shopping,Electricity bill
2022-08-10 10:46:32.872609,733.15,Shopping,Bought clothes
2024-11-02 10:46:32.872609,614.99,Travel,Online course fee
2022-10-25 10:46:32.872609,196.78,Travel,Uber ride
2022-08-10 10:46:32.872609,856.32,Entertainment,Paid for groceries
2020-10-22 10:46:32.872609,632.62,Food,Uber ride
2022-10-20 10:46:32.872609,157.24,Education,Bought clothes
2020-11-03 10:46:32.872609,129.26,Education,Electricity bill
2023-10-02 10:46:32.872609,407.27,Travel,Lunch with friends
2023-09-15 10:46:32.872609,281.12,Food,Electricity bill
2021-08-24 10:46:32.872609,200.26,Shopping,Uber ride
2022-08-03 10:46:32.872609,154.75,Shopping,Paid for groceries
2023-08-29 10:46:32.872609,27.48,Food,Doctor visit
2022-03-05 10:46:32.872609,207.65,Entertainment,Uber ride
2020-12-19 10:46:32.872609,865.71,Food,Bought clothes
2022-09-21 10:46:32.872609,386.55,Utilities,Bought clothes
2023-05-20 10:46:32.872609,529.72,Shopping,Watched a movie
2023-01-30 10:46:32.872609,703.16,Entertainment,Online course fee
2024-11-03 10:46:32.872609,980.32,Utilities,Paid for groceries
2023-08-22 10:46:32.872609,229.56,Education,Uber ride
2022-02-14 10:46:32.872609,431.82,Shopping,Watched a movie
2025-03-08 10:46:32.872609,70.74,Education,Electricity bill
2024-01-19 10:46:32.872609,432.8,Shopping,Electricity bill
2024-05-15 10:46:32.872609,61.14,Shopping,Paid for groceries
2023-12-25 10:46:32.872609,118.95,Education,Uber ride
2021-03-22 10:46:32.872609,369.94,Food,Bought clothes
2021-04-11 10:46:32.872609,943.57,Shopping,Electricity bill
2021-02-05 10:46:32.872609,714.47,Travel,Doctor visit
2022-10-06 10:46:32.872609,254.5,Health,Bought clothes
2022-08-25 10:46:32.872609,896.16,Shopping,Electricity bill
2025-01-04 10:46:32.872609,189.93,Travel,Paid for groceries
2022-06-16 10:46:32.872609,10.53,Food,Bought clothes
2023-09-07 10:46:32.872609,663.83,Entertainment,Uber ride
2022-08-09 10:46:32.872609,328.42,Entertainment,Online course fee
2024-10-15 10:46:32.872609,292.46,Education,Uber ride
2021-05-13 10:46:32.872609,287.36,Shopping,Online course fee
2021-09-02 10:46:32.872609,610.46,Utilities,Bought clothes
2023-12-07 10:46:32.872609,436.6,Utilities,Online course fee
2023-05-30 10:46:32.872609,259.74,Food,Paid for groceries
2022-10-22 10:46:32.872609,496.37,Utilities,Bought clothes
2023-05-12 10:46:32.872609,340.94,Entertainment,Uber ride
2020-10-12 10:46:32.872609,120.41,Utilities,Lunch with friends
2020-10-22 10:46:32.872609,672.26,Education,Bought clothes
2020-10-09 10:46:32.872609,686.13,Education,Online course fee
2021-04-28 10:46:32.872609,772.76,Education,Paid for groceries
2024-07-22 10:46:32.872609,139.01,Utilities,Lunch with friends
2022-06-04 10:46:32.872609,366.96,Utilities,Watched a movie
2025-01-23 10:46:32.872609,811.93,Health,Lunch with friends
2023-03-19 10:46:32.872609,745.5,Food,Online course fee
2023-06-20 10:46:32.872609,593.02,Shopping,Lunch with friends
2023-02-12 10:46:32.872609,608.67,Shopping,Electricity bill
2021-05-23 10:46:32.872609,245.87,Shopping,Paid for groceries
2023-12-15 10:46:32.872609,283.19,Travel,Paid for groceries
2023-06-12 10:46:32.872609,588.48,Health,Paid for groceries
2021-05-04 10:46:32.872609,96.36,Utilities,Doctor visit
2022-05-24 10:46:32.872609,115.3,Entertainment,Electricity bill
2023-12-29 10:46:32.872609,633.26,Education,Uber ride
2022-05-05 10:46:32.872609,605.82,Travel,Watched a movie
2021-06-19 10:46:32.872609,50.63,Health,Uber ride
2022-10-04 10:46:32.872609,968.65,Travel,Paid for groceries
2024-01-05 10:46:32.872609,885.2,Entertainment,Lunch with friends
2024-09-13 10:46:32.872609,819.24,Shopping,Paid for groceries
2025-04-12 10:46:32.872609,201.0,Utilities,Lunch with friends
2022-03-26 10:46:32.872609,451.31,Food,Uber ride
2023-11-19 10:46:32.872609,107.65,Utilities,Online course fee
2022-06-10 10:46:32.872609,942.4,Health,Bought clothes
2023-05-26 10:46:32.872609,622.82,Entertainment,Watched a movie
2025-03-14 10:46:32.872609,308.46,Shopping,Doctor visit
2023-05-31 10:46:32.872609,479.46,Travel,Paid for groceries
2023-07-17 10:46:32.872609,763.38,Shopping,Doctor visit
2023-04-21 10:46:32.872609,538.22,Travel,Uber ride
2024-07-12 10:46:32.872609,162.14,Travel,Electricity bill
2023-09-17 10:46:32.872609,136.55,Education,Bought clothes
2022-03-27 10:46:32.872609,424.03,Travel,Lunch with friends
2023-03-21 10:46:32.872609,714.49,Shopping,Paid for groceries
2025-02-16 10:46:32.872609,892.67,Travel,Doctor visit
2020-08-25 10:46:32.872609,761.76,Shopping,Uber ride
2022-08-15 10:46:32.872609,847.63,Education,Uber ride
2022-05-31 10:46:32.872609,564.74,Food,Uber ride
2024-05-01 10:46:32.872609,353.87,Food,Watched a movie
2021-03-03 10:46:32.872609,372.35,Utilities,Watched a movie
2022-11-22 10:46:32.872609,633.57,Travel,Doctor visit
2023-10-30 10:46:32.872609,126.25,Utilities,Watched a movie
2022-04-13 10:46:32.872609,441.76,Travel,Doctor visit
2025-01-08 10:46:32.872609,487.99,Education,Online course fee
2024-08-15 10:46:32.872609,528.53,Shopping,Lunch with friends
2025-06-12 10:46:32.872609,952.92,Health,Electricity bill
2024-05-31 10:46:32.872609,792.98,Travel,Online course fee
2024-01-31 10:46:32.872609,175.27,Education,Doctor visit
2020-09-14 10:46:32.872609,281.41,Health,Doctor visit
2023-11-26 10:46:32.872609,967.81,Utilities,Online course fee
2023-03-20 10:46:32.872609,296.76,Health,Uber ride
2022-01-16 10:46:32.872609,956.24,Entertainment,Electricity bill
2024-03-25 10:46:32.872609,70.19,Health,Lunch with friends
2024-12-11 10:46:32.872609,972.75,Utilities,Online course fee
2024-11-27 10:46:32.872609,198.29,Utilities,Lunch with friends
2023-10-19 10:46:32.872609,816.39,Health,Uber ride
2023-10-17 10:46:32.872609,500.08,Travel,Bought clothes
2021-10-31 10:46:32.872609,537.15,Food,Lunch with friends
2024-08-07 10:46:32.872609,518.35,Health,Lunch with friends
2020-11-04 10:46:32.872609,84.24,Entertainment,Uber ride
2023-10-30 10:46:32.872609,443.37,Education,Online course fee
2023-04-01 10:46:32.872609,514.19,Entertainment,Electricity bill
2021-07-06 10:46:32.872609,566.87,Health,Online course fee
2023-06-30 10:46:32.872609,396.34,Food,Bought clothes
2024-01-31 10:46:32.872609,611.15,Entertainment,Doctor visit
2024-08-06 10:46:32.872609,214.86,Health,Online course fee
2024-01-12 10:46:32.872609,13.56,Shopping,Uber ride
2024-11-24 10:46:32.872609,576.18,Entertainment,Electricity bill
2025-04-09 10:46:32.872609,596.19,Health,Online course fee
2022-09-08 10:46:32.872609,18.77,Entertainment,Online course fee
2021-05-20 10:46:32.872609,929.34,Food,Lunch with friends
2025-02-28 10:46:32.872609,517.67,Health,Bought clothes
2024-05-16 10:46:32.872609,508.78,Entertainment,Paid for groceries
2021-11-30 10:46:32.872609,723.37,Shopping,Doctor visit
2020-09-24 10:46:32.872609,266.25,Travel,Doctor visit
2023-10-07 10:46:32.872609,853.95,Health,Lunch with friends
2024-06-25 10:46:32.872609,303.4,Travel,Bought clothes
2021-03-04 10:46:32.872609,275.83,Health,Lunch with friends
2021-08-16 10:46:32.872609,127.91,Utilities,Uber ride
2020-08-29 10:46:32.872609,231.69,Education,Bought clothes
2023-01-11 10:46:32.872609,538.23,Health,Lunch with friends
2022-04-25 10:46:32.872609,298.92,Food,Watched a movie
2022-11-26 10:46:32.872609,643.22,Health,Paid for groceries
2021-05-28 10:46:32.872609,942.63,Entertainment,Electricity bill
2022-11-14 10:46:32.872609,284.98,Entertainment,Electricity bill
2024-06-05 10:46:32.872609,141.64,Health,Bought clothes
2021-09-12 10:46:32.872609,874.65,Shopping,Watched a movie
2022-11-09 10:46:32.872609,61.0,Utilities,Online course fee
2023-05-15 10:46:32.872609,980.22,Travel,Uber ride
2024-11-25 10:46:32.872609,989.64,Travel,Watched a movie
2023-12-26 10:46:32.872609,217.87,Entertainment,Watched a movie
2023-03-14 10:46:32.872609,125.02,Utilities,Online course fee
2025-06-13 10:46:32.872609,652.16,Education,Online course fee
2025-04-24 10:46:32.872609,636.36,Travel,Electricity bill
2024-09-05 10:46:32.872609,972.5,Travel,Lunch with friends
2024-08-19 10:46:32.872609,331.32,Health,Online course fee
2020-11-26 10:46:32.872609,946.96,Utilities,Bought clothes
2024-07-06 10:46:32.872609,885.15,Shopping,Bought clothes
2021-04-30 10:46:32.872609,271.4,Travel,Paid for groceries
2023-06-19 10:46:32.872609,142.28,Utilities,Watched a movie
2021-09-19 10:46:32.872609,899.35,Health,Uber ride
2023-09-13 10:46:32.872609,301.95,Food,Uber ride
2022-05-18 10:46:32.872609,985.41,Utilities,Lunch with friends
2024-04-08 10:46:32.872609,629.7,Entertainment,Online course fee
2023-03-28 10:46:32.872609,20.3,Travel,Uber ride
2023-07-03 10:46:32.872609,361.93,Travel,Watched a movie
2022-09-01 10:46:32.872609,733.17,Travel,Electricity bill
2022-04-25 10:46:32.872609,286.89,Utilities,Uber ride
2021-07-11 10:46:32.872609,263.43,Travel,Doctor visit
2023-02-18 10:46:32.872609,25.48,Education,Electricity bill
2023-07-18 10:46:32.872609,660.74,Food,Watched a movie
2022-06-23 10:46:32.872609,869.3,Education,Bought clothes
2023-08-14 10:46:32.872609,939.63,Health,Uber ride
2022-07-17 10:46:32.872609,587.43,Travel,Online course fee
2024-05-06 10:46:32.872609,725.38,Food,Online course fee
2024-11-19 10:46:32.872609,691.23,Food,Bought clothes
2025-06-02 10:46:32.872609,946.2,Health,Online course fee
2024-08-06 10:46:32.872609,264.77,Education,Watched a movie
2024-05-16 10:46:32.872609,629.97,Utilities,Lunch with friends
2024-02-29 10:46:32.872609,608.3,Education,Paid for groceries
2025-01-22 10:46:32.872609,214.1,Health,Watched a movie
2024-06-10 10:46:32.872609,447.76,Entertainment,Online course fee
2022-01-14 10:46:32.872609,331.02,Shopping,Doctor visit
2023-12-23 10:46:32.872609,211.88,Shopping,Online course fee
2023-04-09 10:46:32.872609,633.5,Food,Online course fee
2021-08-19 10:46:32.872609,859.64,Utilities,Lunch with friends
2021-12-08 10:46:32.872609,401.51,Health,Paid for groceries
2022-02-13 10:46:32.872609,451.6,Utilities,Bought clothes
2023-09-07 10:46:32.872609,732.51,Utilities,Online course fee
2022-03-25 10:46:32.872609,439.56,Education,Bought clothes
2021-10-25 10:46:32.872609,156.85,Shopping,Paid for groceries
2022-03-23 10:46:32.872609,484.22,Education,Paid for groceries
2024-11-17 10:46:32.872609,501.0,Health,Watched a movie
2022-03-05 10:46:32.872609,464.8,Shopping,Bought clothes
2024-07-04 10:46:32.872609,817.44,Health,Lunch with friends
2021-09-19 10:46:32.872609,184.35,Entertainment,Bought clothes
2024-06-04 10:46:32.872609,573.96,Health,Online course fee
2024-07-04 10:46:32.872609,943.92,Utilities,Bought clothes
2023-04-19 10:46:32.872609,188.6,Shopping,Uber ride
2022-05-02 10:46:32.872609,289.22,Utilities,Doctor visit
2023-03-31 10:46:32.872609,317.06,Education,Electricity bill
2022-07-06 10:46:32.872609,886.4,Shopping,Electricity bill
2023-09-12 10:46:32.872609,819.32,Shopping,Uber ride
2025-01-05 10:46:32.872609,690.49,Entertainment,Electricity bill
2024-08-07 10:46:32.872609,195.97,Health,Lunch with friends
2022-02-02 10:46:32.872609,152.09,Health,Paid for groceries
2022-03-03 10:46:32.872609,432.13,Education,Online course fee
2021-03-28 10:46:32.872609,460.47,Utilities,Doctor visit
2023-10-09 10:46:32.872609,648.67,Health,Bought clothes
2024-05-07 10:46:32.872609,408.48,Education,Watched a movie
2023-08-08 10:46:32.872609,727.06,Health,Uber ride
2022-09-07 10:46:32.872609,145.92,Utilities,Paid for groceries
2022-10-08 10:46:32.872609,752.94,Travel,Watched a movie
2025-02-22 10:46:32.872609,21.67,Utilities,Paid for groceries
2022-06-28 10:46:32.872609,108.73,Travel,Online course fee
2024-11-21 10:46:32.872609,390.15,Shopping,Electricity bill
2025-01-24 10:46:32.872609,118.94,Utilities,Uber ride
2021-05-17 10:46:32.872609,23.42,Entertainment,Uber ride
2022-03-08 10:46:32.872609,832.21,Shopping,Lunch with friends
2020-10-16 10:46:32.872609,935.33,Education,Electricity bill
2022-03-03 10:46:32.872609,140.86,Utilities,Electricity bill
2024-07-23 10:46:32.872609,772.42,Shopping,Electricity bill
2020-12-30 10:46:32.872609,274.98,Shopping,Watched a movie
2022-07-01 10:46:32.872609,939.21,Health,Lunch with friends
2023-01-13 10:46:32.872609,603.64,Entertainment,Uber ride
2024-03-26 10:46:32.872609,794.48,Education,Bought clothes
2021-12-29 10:46:32.872609,19.3,Entertainment,Paid for groceries
2024-09-29 10:46:32.872609,793.74,Shopping,Uber ride
2023-03-30 10:46:32.872609,546.95,Education,Uber ride
2021-10-03 10:46:32.872609,820.07,Food,Lunch with friends
2021-09-08 10:46:32.872609,854.19,Shopping,Online course fee
2025-03-13 10:46:32.872609,94.12,Travel,Paid for groceries
2023-07-30 10:46:32.872609,147.84,Utilities,Lunch with friends
2022-01-28 10:46:32.872609,762.08,Travel,Doctor visit
2023-09-16 10:46:32.872609,893.47,Food,Lunch with friends
2024-06-16 10:46:32.872609,817.31,Travel,Watched a movie
2022-01-29 10:46:32.872609,314.31,Utilities,Lunch with friends
2021-04-29 10:46:32.872609,484.12,Utilities,Watched a movie
